,Address,City,County,FRS Id,Facility Id,Facility Name,Is_Direct_Emitter,Is_Supplier,Latest Reported Industry Type (sectors),Latest Reported Industry Type (subparts),Latitude,Longitude,Parent Company,Parent Ownership %,Primary NAICS Code,State,Unnamed: 0,Last Reporting Year,Zip Code,Total Direct Emissions,Total Supplier Emissions,Total Emissions,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply ,Direct Point Emitters,Onshore Oil & Gas Prod.,Gathering & Boosting,Transmission Pipelines,LDC - Direct Emissions,SF6 from Elec. Equip.
67,305 W. Waldron St.,Corinth,ALCORN COUNTY,110071161494.0,1000073,City of Corinth Gas & Water Department,No,Yes,,NN-LDC,34.936299,-88.525474,CORINTH UTILITIES COMMISSION,100.0,221210.0,MS,105719,2023,38834.0,0.0,615678.8,615678.8,0.0,0.0,0.0,0.0,615678.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,1968 DON LEE PLACE,ESCONDIDO,San Diego,110041513109.0,1000074,"Escondido Energy Center, LLC",Yes,No,Power Plants,D,33.1261,-117.1172,WELLHEAD ELECTRIC CO,100.0,221112.0,CA,105720,2023,92029.0,138402.758,0.0,138402.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138402.758,0.0,0.0,0.0,0.0,0.0
69,3497 MAIN ST CHULA VISTA,CHULA VISTA,San Diego,110012533419.0,1000075,Chula Vista Energy Center,Yes,No,Power Plants,D,32.5914,-117.0586,WELLHEAD ELECTRIC CO,100.0,221112.0,CA,40251,2015,91911.0,8078.32,0.0,8078.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8078.32,0.0,0.0,0.0,0.0,0.0
70,4940 Hwy 97 South,Klamath Falls,Klamath,110071160498.0,1000076,Klamath Energy LLC,Yes,No,Power Plants,D,42.1727,-121.8144,AVANGRID INC,100.0,221112.0,OR,105721,2023,97603.0,368625.88,0.0,368625.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368625.88,0.0,0.0,0.0,0.0,0.0
71,S3049 LAKESHORE RD.,BLASDELL,ERIE COUNTY,110071161619.0,1000077,"REPUBLIC STEEL, LACKAWANNA",Yes,No,Metals,C,42.80166,-78.84166,REPUBLIC STEEL,100.0,331110.0,NY,105722,2023,14219.0,955863.448,0.0,955863.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955863.448,0.0,0.0,0.0,0.0,0.0
72,540 PROSPECT ST,COMBINED LOCKS,Outagamie,110017419523.0,1000078,"Combined Locks Energy Center, LLC",Yes,No,Power Plants,D,44.2717,-88.3011,INTEGRYS ENERGY GROUP INC,100.0,221112.0,WI,14840,2012,54113.0,28281.144,0.0,28281.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28281.144,0.0,0.0,0.0,0.0,0.0
73,210 PHYSICAL PLANT DR,CARBONDALE,JACKSON COUNTY,110043969701.0,1000079,SOUTHERN ILLINOIS UNIVERSITY,Yes,No,Other,C,37.71083,-89.21754,SOUTHERN ILLINOIS UNIVERSITY SYSTEM,100.0,611310.0,IL,105723,2023,62901.0,1543169.638,0.0,1543169.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543169.638,0.0,0.0,0.0,0.0,0.0
74,6150 CREED ROAD,SUISUN CITY,Solano,110013682498.0,1000080,Creed Energy Center,Yes,No,Power Plants,D,38.2419,-121.8551,CALPINE CORP,100.0,221112.0,CA,31599,2014,94585.0,28276.296000000002,0.0,28276.296000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28276.296000000002,0.0,0.0,0.0,0.0,0.0
75,5975 LAMBIE ROAD,SUISUN CITY,Solano,110013666372.0,1000081,Lambie Energy Center,Yes,No,Power Plants,D,38.2216,-121.8683,CALPINE CORP,100.0,221112.0,CA,31600,2014,94585.0,27724.2,0.0,27724.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27724.2,0.0,0.0,0.0,0.0,0.0
76,3853 GOOSE HAVEN ROAD,SUISUN CITY,Solano,110013682470.0,1000082,Goose Haven Energy Center,Yes,No,Power Plants,D,38.2271,-121.844,CALPINE CORP,100.0,221112.0,CA,31601,2014,94585.0,29077.992,0.0,29077.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29077.992,0.0,0.0,0.0,0.0,0.0
77,3805 NW 97th Blvd,Springhill,ALACHUA COUNTY,110071162278.0,1000083,Springhill,No,Yes,,NN-LDC,29.687721,-82.450233,CITY OF GAINESVILLE FLORIDA,100.0,221210.0,FL,105724,2023,32606.0,0.0,4346342.7,4346342.7,0.0,0.0,0.0,0.0,4346342.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,STATE HIGHWAY 17,PALATKA,Putnam,,1000084,Seminole (136),Yes,No,"Power Plants,Waste","C,D,TT",29.7333,-81.6339,SEMINOLE ELECTRIC COOPERATIVE INC,100.0,221112.0,FL,105725,2023,32708.0,97559099.1,0.0,97559099.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97559099.1,0.0,0.0,0.0,0.0,0.0
79,415 SMITH MCGEE HWY,HARTWELL,Hart,110007250009.0,1000085,Hartwell Energy Facility,Yes,No,Power Plants,D,34.3387,-82.8207,OGLETHORPE POWER CORP,100.0,221112.0,GA,105726,2023,30643.0,1399119.148,0.0,1399119.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399119.148,0.0,0.0,0.0,0.0,0.0
80,1950 DUPONT ROAD,NEW JOHNSONVILLE,Humphreys,110010575635.0,1000086,Chemours Johnsonville Site,Yes,No,Chemicals,"C,EE",36.0419,-87.9753,THE CHEMOURS CO,100.0,325130.0,TN,105727,2023,37134.0,5121983.334,0.0,5121983.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5121983.334,0.0,0.0,0.0,0.0,0.0
81,1280 W NORTH ST,DOVER,Kent,110000338910.0,1000087,Energy Center Dover,Yes,No,Power Plants,"C,D",39.1467,-75.5461,DCO ENERGY LLC,100.0,221112.0,DE,105728,2023,19904.0,1139321.406,0.0,1139321.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139321.406,0.0,0.0,0.0,0.0,0.0
82,325 13th STREETS SOUTHWEST,WASHINGTON,,110067382013.0,1000088,GSA Central Heating,Yes,No,Power Plants,C,38.8856,-77.0244,US GOVERNMENT,,221330.0,DC,105729,2023,20407.0,1921711.094,0.0,1921711.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921711.094,0.0,0.0,0.0,0.0,0.0
83,2501 MARGARET STREET,PHILADELPHIA,Philadelphia,110038495768.0,1000089,AdvanSix Resins & Chemicals LLC,Yes,No,Chemicals,C,40.0067,-75.0686,ADVANSIX INC,100.0,325194.0,PA,105730,2023,19137.0,2122494.156,0.0,2122494.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2122494.156,0.0,0.0,0.0,0.0,0.0
84,1102 MACARTHUR BLVD,GRAND PRAIRIE,DALLAS COUNTY,110070393975.0,1000090,CITY OF GRAND PRAIRIE LANDFILL,Yes,No,Waste,HH,32.771292,-96.96002,CITY OF GRAND PRAIRIE TEXAS,100.0,562212.0,TX,105731,2023,75050.0,1668322.75,0.0,1668322.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668322.75,0.0,0.0,0.0,0.0,0.0
85,16 S GOLDEN ST,NORWICH,New London,110071159598.0,1000091,Norwich,No,Yes,,"NN-LDC,W-LDC",41.5269,-72.0631,CITY OF NORWICH CONNECTICUT,100.0,221210.0,CT,105732,2023,6360.0,36280.65,833336.1384,869616.7884,0.0,0.0,0.0,0.0,833336.1384,0.0,0.0,0.0,0.0,0.0,0.0,36280.65,0.0
86,165 Kneeland St.,Boston,Suffolk,110001948046.0,1000092,Kneeland Station,Yes,No,Power Plants,C,42.35,-71.0583,VICINITY ENERGY INC,100.0,221330.0,MA,105733,2023,2111.0,1527211.82,0.0,1527211.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527211.82,0.0,0.0,0.0,0.0,0.0
87,260 HUDSON RIVER ROAD,WATERFORD,Saratoga,110000324435.0,1000093,Momentive Performance Materials,Yes,No,"Other,Waste","C,TT",42.8158,-73.6728,MOM HOLDING CO,100.0,325211.0,NY,105734,2023,12188.0,1684187.798,0.0,1684187.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684187.798,0.0,0.0,0.0,0.0,0.0
88,100 Short Drive,Ruidoso Downs,LINCOLN COUNTY,110071161711.0,1000094,Zia Natural Gas Company,No,Yes,,NN-LDC,33.32979,-105.59491,NATURAL GAS PROCESSING CO,100.0,221210.0,NM,105735,2023,88346.0,0.0,2224961.9,2224961.9,0.0,0.0,0.0,0.0,2224961.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,832 RED OAK LANE,SAYREVILLE,Middlesex,110021321693.0,1000095,Red Oak Power LLC,Yes,No,Power Plants,"C,D",40.4481,-74.3497,RED OAK POWER LLC,100.0,221112.0,NJ,105736,2023,8872.0,24009352.796,0.0,24009352.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24009352.796,0.0,0.0,0.0,0.0,0.0
90,3141 EAST 96TH ST,CHICAGO,Cook,110012514662.0,1000096,Southeast Chicago Energy Project,Yes,No,Power Plants,D,41.7181,-87.5449,EXELON CORP,100.0,221112.0,IL,73147,2019,60617.0,218183.58000000002,0.0,218183.58000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218183.58000000002,0.0,0.0,0.0,0.0,0.0
91,1250 E. Watermelon Road,Gila Bend,Maricopa,110070396551.0,1000097,Gila River Power Station,Yes,No,Power Plants,D,32.9761,-112.694,UNS ENERGY CORP,50.0,221112.0,AZ,105737,2023,85337.0,41046451.336,0.0,41046451.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41046451.336,0.0,0.0,0.0,0.0,0.0
92,800 BOONS CREEK LANE,POOLVILLE,Wise,110015743383.0,1000098,"Wise County Power Company, LLC",Yes,No,Power Plants,D,33.0583,-97.9103,Vistra Corp,100.0,221112.0,TX,105738,2023,76487.0,16444471.002,0.0,16444471.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16444471.002,0.0,0.0,0.0,0.0,0.0
93,400 S. Marathon Avenue,Robinson,Crawford,110070828211.0,1000099,Robinson Refinery,Yes,Yes,"Petroleum Product Suppliers,Refineries","C,MM-REF,Y",39.0,-87.7222,MARATHON PETROLEUM CORP,100.0,324110.0,IL,105739,2023,62454.0,23883751.596,389644840.08487093,413528591.6808709,0.0,389644840.08487093,0.0,0.0,0.0,0.0,0.0,23883751.596,0.0,0.0,0.0,0.0,0.0
94,2530 NORTH 491 AVE,TONOPAH,Maricopa,110012268768.0,1000100,Harquahala Generating Company,Yes,No,Power Plants,D,33.4759,-113.1133,NEW HARQUAHALA GENERATING CO LLC,100.0,221112.0,AZ,105740,2023,85354.0,7889555.316,0.0,7889555.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7889555.316,0.0,0.0,0.0,0.0,0.0
95,9300 U S HIGHWAY 9W,ATHENS,Greene,110071159600.0,1000101,Athens Generating Company,Yes,No,Power Plants,D,42.2728,-73.8492,NEW ATHENS GENERATING CO LLC,100.0,221112.0,NY,105741,2023,12015.0,19017728.192,0.0,19017728.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19017728.192,0.0,0.0,0.0,0.0,0.0
96,12857 SUNRISE ROAD,FELLOWS,Kern,110013729251.0,1000102,Sunrise Power Company,Yes,No,Power Plants,D,35.2097,-119.585,Hull Street Energy,100.0,221112.0,CA,105742,2023,93224.0,13680351.727,0.0,13680351.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13680351.727,0.0,0.0,0.0,0.0,0.0
97,,Blanco,Rio Arriba,,1000103,Trunk L Compressor Station,Yes,No,Petroleum and Natural Gas Systems,C,36.6432,-107.3553,"WILLIAMS PARTNERS, LP",100.0,213112.0,NM,40275,2015,87412.0,341333.926,0.0,341333.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341333.926,0.0,0.0,0.0,0.0,0.0
98,650 MILLER ROAD,AVON LAKE,LORAIN COUNTY,110000385164.0,1000104,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,Yes,No,Other,C,41.48346,-82.06112,FORD MOTOR CO,100.0,336110.0,OH,105743,2023,44012.0,539917.265955816,0.0,539917.265955816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539917.265955816,0.0,0.0,0.0,0.0,0.0
99,13850 COTTAGE GROVE AVENUE,DOLTON,COOK COUNTY,110000888549.0,1000105,Ardagh Glass Inc. (Dolton),Yes,No,Minerals,"C,N",41.642117,-87.599663,ARDAGH GLASS INC,100.0,327213.0,IL,105744,2023,60419.0,1178377.732,0.0,1178377.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178377.732,0.0,0.0,0.0,0.0,0.0
100,201 RIGHTEOUS RIDGE ROAD,WATERFORD,Washington,110017747205.0,1000106,Waterford Plant,Yes,No,Power Plants,"C,D",39.5314,-81.7172,LIGHTSTONE GENERATION LLC,100.0,221112.0,OH,105745,2023,45786.0,27734244.02,0.0,27734244.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27734244.02,0.0,0.0,0.0,0.0,0.0
101,1651 W DERBY AVE,AUBURNDALE,Polk,110012174627.0,1000107,Osprey Energy Center,Yes,No,Power Plants,D,28.0525,-81.8083,DUKE ENERGY CORP,100.0,221112.0,FL,105746,2023,33823.0,12567962.424,0.0,12567962.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12567962.424,0.0,0.0,0.0,0.0,0.0
102,NORTH 1ST & 47-79 RIVER ST,BROOKLYN,Kings,110071161841.0,1000108,North 1st,Yes,No,Power Plants,"C,D",40.7168,-73.9665,NEW YORK POWER AUTHORITY,100.0,221112.0,NY,105747,2023,11211.0,374391.224,0.0,374391.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374391.224,0.0,0.0,0.0,0.0,0.0
103,7101 WEST ERIE AVE,LORAIN,Lorain,110004588875.0,1000109,West Lorain,Yes,No,Power Plants,"C,D",41.4297,-82.2633,EDGEWATER GENERATION HOLDINGS LLC,100.0,221112.0,OH,105748,2023,44053.0,1817000.1840000001,0.0,1817000.1840000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1817000.1840000001,0.0,0.0,0.0,0.0,0.0
104,6697 COUNTY ROAD 663,BOWLING GREEN,Hardee,110035803262.0,1000110,Midulla Generating Station,Yes,No,Power Plants,"C,D",27.6417,-81.9625,SEMINOLE ELECTRIC COOPERATIVE INC,100.0,221112.0,FL,105749,2023,33834.0,18385703.466,0.0,18385703.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18385703.466,0.0,0.0,0.0,0.0,0.0
105,42 30 VERNON BLVD,LONG ISLAND CITY,Queens,110012158734.0,1000111,Vernon Boulevard,Yes,No,Power Plants,"C,D",40.7539,-73.9506,NEW YORK POWER AUTHORITY,100.0,221112.0,NY,105750,2023,11427.0,559277.284,0.0,559277.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559277.284,0.0,0.0,0.0,0.0,0.0
106,730 3rd Avenue,BROOKLYN,Kings,110071159492.0,1000112,23rd and 3rd,Yes,No,Power Plants,"C,D",40.663,-74.0,NEW YORK POWER AUTHORITY,100.0,221112.0,NY,105751,2023,11232.0,905773.676,0.0,905773.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905773.676,0.0,0.0,0.0,0.0,0.0
107,143 EDGEWATER STREET,STATEN ISLAND,Richmond,110028050230.0,1000113,Pouch Terminal,Yes,No,Power Plants,"C,D",40.6188,-74.069,NEW YORK POWER AUTHORITY,100.0,221112.0,NY,105752,2023,10305.0,530005.7239999999,0.0,530005.7239999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530005.7239999999,0.0,0.0,0.0,0.0,0.0
108,PILGRIM STATE HOSPITAL/1650 ISLIP AVE,BRENTWOOD,Suffolk,110071159493.0,1000114,Brentwood,Yes,No,Power Plants,"C,D",40.787,-73.2933,NEW YORK POWER AUTHORITY,100.0,221112.0,NY,105753,2023,11717.0,466187.424,0.0,466187.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466187.424,0.0,0.0,0.0,0.0,0.0
109,5200 HOLOPAW ROAD,SAINT CLOUD,Osceola,110007007951.0,1000115,Osceola,Yes,No,Power Plants,"C,D",28.1289,-81.0978,GenOn Holdings LLC,100.0,221112.0,FL,64981,2018,34773.0,767653.448,0.0,767653.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767653.448,0.0,0.0,0.0,0.0,0.0
110,680 780E 132ND ST,BRONX,Bronx,110071159494.0,1000116,Harlem River Yard,Yes,No,Power Plants,"C,D",40.7989,-73.9147,NEW YORK POWER AUTHORITY,100.0,221112.0,NY,105754,2023,10454.0,430774.972,0.0,430774.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430774.972,0.0,0.0,0.0,0.0,0.0
111,5935 WEST 4700 SOUTH,WEST VALLEY CITY,Salt Lake,110021090905.0,1000117,"West Valley Power, LLC",Yes,No,Power Plants,D,40.6663,-112.031,UTAH MUNICIPAL POWER AGENCY (INC),100.0,221112.0,UT,105755,2023,84170.0,2263387.816,0.0,2263387.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2263387.816,0.0,0.0,0.0,0.0,0.0
112,7707 CENTERLINE ROAD NW,SOLWAY,Beltrami,110038098769.0,1000118,Solway Plant,Yes,No,Power Plants,"C,D",47.5444,-95.1297,OTTER TAIL CORP,100.0,221112.0,MN,105756,2023,56678.0,474415.50800000003,0.0,474415.50800000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474415.50800000003,0.0,0.0,0.0,0.0,0.0
113,1000 S OLD PALESTINE ROAD,MITCHELL,Lawrence,110012514476.0,1000119,Hoosier Energy Lawrence Co Station,Yes,No,Power Plants,D,38.8003,-86.4511,HOOSIER ENERGY REC INC,100.0,221112.0,IN,105757,2023,47446.0,446624.092,0.0,446624.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446624.092,0.0,0.0,0.0,0.0,0.0
114,1862 NW Mashburn Road,Mountain Home,Elmore,110071159495.0,1000120,Evander Andrews Power Complex,Yes,No,Power Plants,"C,D",43.1794,-115.7328,IDACORP INC,100.0,221112.0,ID,105758,2023,83647.0,1956167.044,0.0,1956167.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956167.044,0.0,0.0,0.0,0.0,0.0
115,217 ARTISAN DRIVE,SMYRNA,Kent,110021346792.0,1000121,Warren F. Sam Beasley Pwr Station,Yes,No,Power Plants,D,39.2798,-75.6246,DELAWARE MUNICIPAL ELECTRIC COORPORATION,100.0,221112.0,DE,105759,2023,19977.0,271346.566,0.0,271346.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271346.566,0.0,0.0,0.0,0.0,0.0
116,51 DON BATES WAY,KING CITY,Monterey,110000529376.0,1000122,"Gilroy Energy Center, LLC for King City",Yes,No,Power Plants,D,36.225,-121.1278,CPN MANAGEMENT LP,100.0,221112.0,CA,105760,2023,93930.0,69163.504,0.0,69163.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69163.504,0.0,0.0,0.0,0.0,0.0
117,875 NORTH WALTON AVE,YUBA CITY,Sutter,110000524969.0,1000123,Yuba City Energy Center,Yes,No,Power Plants,D,39.1365,-121.6397,CPN MANAGEMENT LP,100.0,221112.0,CA,105761,2023,95993.0,342748.404,0.0,342748.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342748.404,0.0,0.0,0.0,0.0,0.0
118,400 STATE ST,CLAIRTON,Allegheny,110042043384.0,1000124,US Steel (Clairton Coke),Yes,No,Metals,"C,Q",40.3097,-79.8819,US STEEL CORP,100.0,324199.0,PA,105762,2023,15025.0,10577418.264,0.0,10577418.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10577418.264,0.0,0.0,0.0,0.0,0.0
119,2510 PENSACOLA ROAD,ACKERMAN,Choctaw,110024408256.0,1000125,Ackerman Combined Cycle,Yes,No,Power Plants,"C,D",33.38,-89.2091,US GOVERNMENT,100.0,221112.0,MS,105763,2023,39735.0,14378164.838,0.0,14378164.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14378164.838,0.0,0.0,0.0,0.0,0.0
120,,,,,1000126,Boardman Power Holdings LLC,,,,,,,Boardman Power Holdings LLC,100.0,,,115,2010,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2254 APPLEBUTTER ROAD,BETHLEHEM,Northampton,110012565884.0,1000127,Bethlehem Power Plant,Yes,No,Power Plants,D,40.6175,-75.3147,CPN MANAGEMENT LP,100.0,221112.0,PA,105764,2023,18015.0,29106506.483999997,0.0,29106506.483999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29106506.483999997,0.0,0.0,0.0,0.0,0.0
122,63500 19TH AVE,NORTH PALM SPRINGS,Riverside,110070469332.0,1000128,Indigo Generation Facility,Yes,No,Power Plants,D,33.9114,-116.5533,MITSUBISHI CORP (AMERICAS),100.0,221112.0,CA,105765,2023,92258.0,392202.296,0.0,392202.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392202.296,0.0,0.0,0.0,0.0,0.0
123,1600 MILLS LINDSEY SCHOOL ROAD,WARTHEN,Washington,110012143304.0,1000129,AL Sandersville,Yes,No,Power Plants,D,33.1189,-82.8608,AL SANDERSVILLE LLC,100.0,221112.0,GA,105766,2023,31094.0,464249.228,0.0,464249.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464249.228,0.0,0.0,0.0,0.0,0.0
124,10550 IDAHO AVE,HANFORD,Kings,110040966078.0,1000130,Hanford Energy Park Peaker,Yes,No,Power Plants,D,36.2689,-119.6469,MIDDLE RIVER POWER LLC,100.0,221112.0,CA,105767,2023,93230.0,351940.5,0.0,351940.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351940.5,0.0,0.0,0.0,0.0,0.0
125,14-25 BAY 24TH ST,FAR ROCKAWAY,Queens,110055053347.0,1000131,Bayswater Peaking Facility,Yes,No,Power Plants,D,40.6106,-73.7614,MPH ROCKAWAY PEAKERS HOLDCO LLC,100.0,221112.0,NY,105768,2023,11691.0,1288342.276,0.0,1288342.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288342.276,0.0,0.0,0.0,0.0,0.0
126,31 01 20TH AVE,ASTORIA,Queens,110071161591.0,1000132,Astoria Gas Turbine Power,Yes,No,Power Plants,D,40.7864,-73.9133,NRG ENERGY INC,100.0,221112.0,NY,105769,2023,11105.0,525451.221,0.0,525451.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525451.221,0.0,0.0,0.0,0.0,0.0
127,39789 EDMONSTON PUMPING PLANT,LEBEC,Kern,110012236507.0,1000133,Pastoria Energy Facility,Yes,No,Power Plants,D,34.9556,-118.844,CPN MANAGEMENT LP,100.0,221112.0,CA,105770,2023,93243.0,23395907.156,0.0,23395907.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23395907.156,0.0,0.0,0.0,0.0,0.0
128,1 WOODLAWN ROAD,ALIQUIPPA,BEAVER COUNTY,110001086547.0,1000134,US GYPSUM - ALIQUIPPA PLANT,Yes,No,Minerals,C,40.6278,-80.2389,USG CORP,100.0,327420.0,PA,105771,2023,15001.0,789944.38,0.0,789944.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789944.38,0.0,0.0,0.0,0.0,0.0
129,787 INDUSTRIAL DRIVE,UNIVERSITY PARK,Will,110015743800.0,1000135,"LSP University Park, LLC",Yes,No,Power Plants,D,41.4426,-87.7515,"LS Power Development, LLC",100.0,221112.0,IL,105772,2023,60466.0,3007343.445,0.0,3007343.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3007343.445,0.0,0.0,0.0,0.0,0.0
130,1401 W B R TOWN LINE ROAD,BELOIT,Rock,110013294087.0,1000136,Riverside Energy Center,Yes,No,Power Plants,"C,D",42.5835,-89.0351,ALLIANT ENERGY CORP,73.8,221112.0,WI,105773,2023,53511.0,15908117.1,0.0,15908117.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15908117.1,0.0,0.0,0.0,0.0,0.0
131,415 S. SECOND ST.,RIVER FALLS,PIERCE COUNTY,110071159238.0,1000137,ST. CROIX VALLEY NATURAL GAS CO.,No,Yes,,NN-LDC,44.858921,-92.579248,ST CROIX VALLEY NATURAL GAS CO INC,100.0,221210.0,WI,105774,2023,54022.0,0.0,912386.9,912386.9,0.0,0.0,0.0,0.0,912386.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,582 W EADS PARKWAY,LAWRENCEBURG,Dearborn,110006764171.0,1000138,Lawrenceburg Energy Facility,Yes,No,Power Plants,"C,D",39.0913,-84.8667,LIGHTSTONE GENERATION LLC,100.0,221112.0,IN,105775,2023,47025.0,35031313.036,0.0,35031313.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35031313.036,0.0,0.0,0.0,0.0,0.0
133,,Buffalo,JOHNSON COUNTY,110043971556.0,1000139,Bolster Compressor Station,Yes,No,Petroleum and Natural Gas Systems,C,44.1864,-106.1622,Agave Energy Co,100.0,211111.0,WY,40310,2015,82834.0,59728.488,0.0,59728.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59728.488,0.0,0.0,0.0,0.0,0.0
134,100 SONNEBORN LN,PETROLIA,BUTLER COUNTY,110071161996.0,1000140,SONNEBORN LLC/PETROLIA PLT,Yes,Yes,Petroleum and Natural Gas Systems,C,41.01,-79.72,HF SINCLAIR CORP,100.0,324199.0,PA,105776,2023,16050.0,878790.364,1156580.53,2035370.8939999999,0.0,0.0,0.0,1156580.53,0.0,0.0,0.0,878790.364,0.0,0.0,0.0,0.0,0.0
135,1751 N POWHATON RD,AURORA,Adams,110031381109.0,1000141,Blue Spruce Energy Center,Yes,No,Power Plants,"C,D",39.7436,-104.68,XCEL ENERGY INC,100.0,221112.0,CO,105777,2023,80019.0,3026729.55,0.0,3026729.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3026729.55,0.0,0.0,0.0,0.0,0.0
136,800 NE 15TH ST,OKLAHOMA CITY,OKLAHOMA COUNTY,110007162355.0,1000143,UNIV OF OK HEALTH S/OKC CAMPUS SVCS,Yes,No,Other,C,35.48447,-97.49865,UNIVERSITY OF OKLAHOMA,100.0,611310.0,OK,105778,2023,73104.0,528379.142,0.0,528379.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528379.142,0.0,0.0,0.0,0.0,0.0
137,1813 BISHOP ROAD,CHEHALIS,Lewis,110055650371.0,1000144,Chehalis Generation Facility,Yes,No,Power Plants,"C,D",46.6226,-122.9145,BERKSHIRE HATHAWAY INC,100.0,221112.0,WA,105779,2023,98532.0,10021684.56,0.0,10021684.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10021684.56,0.0,0.0,0.0,0.0,0.0
138,12039 SH 43 SOUTH,MARSHALL,Harrison,110071159499.0,1000145,Harrison County Power Project,Yes,No,Power Plants,D,32.3958,-94.4361,NORTHEAST TEXAS ELECTRIC COOPERATIVE INC,55.0,221112.0,TX,105780,2023,75670.0,10323012.196,0.0,10323012.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10323012.196,0.0,0.0,0.0,0.0,0.0
